id,interested_in_new_language,dropped_out_school,age_scaled,height_scaled,sex_female,sex_male,sex_non-binary,sex_prefer not to say,orientation_bisexual,orientation_homosexual,orientation_straight,body_type_athletic,body_type_average,body_type_curvy,body_type_muscular,body_type_plus-size,body_type_prefer not to say,body_type_slim,drink_never,drink_occasionally,drink_prefer not to say,drink_regularly,drink_socially,smoke_former smoker,smoke_never,smoke_occasionally,smoke_prefer not to say,smoke_regularly,job_finance_accounting,job_other,job_art_creative,job_unemployed,job_engineering_architecture,job_healthcare_medical,job_information_technology_it,job_education_training,job_business_management,job_hospitality_tourism,job_government_legal,job_student,job_prefer_not_to_say,job_skilled_trades_labor,edu_bachelor's_degree,edu_college_diploma___associate_degree,edu_master's_degree,edu_high_school,edu_prefer_not_to_say,edu_doctorate___phd,edu_other,interest_travel,interest_movies_tv,interest_music,interest_nature_outdoors,interest_cooking_food,interest_fitness_sports,interest_reading,interest_gaming,interest_art_design,interest_volunteering,lang_vietnamese,lang_english,lang_french,lang_spanish,lang_german,lang_japanese,lang_korean,lang_russian,lang_mandarin,lang_italian,lang_hindi,lang_arabic,lang_portuguese,lang_urdu,lang_marathi,pet_dog,pet_cat,pet_fish,pet_bird,pet_hamster,pet_rabbit,pet_reptile,pet_horse,pet_other,bio_tfidf_0,bio_tfidf_1,bio_tfidf_2,bio_tfidf_3,bio_tfidf_4,bio_tfidf_5,bio_tfidf_6,bio_tfidf_7,bio_tfidf_8,bio_tfidf_9,bio_tfidf_10,bio_tfidf_11,bio_tfidf_12,bio_tfidf_13,bio_tfidf_14,bio_tfidf_15,bio_tfidf_16,bio_tfidf_17,bio_tfidf_18,bio_tfidf_19,bio_tfidf_20,bio_tfidf_21,bio_tfidf_22,bio_tfidf_23,bio_tfidf_24,bio_tfidf_25,bio_tfidf_26,bio_tfidf_27,bio_tfidf_28,bio_tfidf_29,bio_tfidf_30,bio_tfidf_31,bio_tfidf_32,bio_tfidf_33,bio_tfidf_34,bio_tfidf_35,bio_tfidf_36,bio_tfidf_37,bio_tfidf_38,bio_tfidf_39,bio_tfidf_40,bio_tfidf_41,bio_tfidf_42,bio_tfidf_43,bio_tfidf_44,bio_tfidf_45,bio_tfidf_46,bio_tfidf_47,bio_tfidf_48,bio_tfidf_49,bio_tfidf_50,bio_tfidf_51,bio_tfidf_52,bio_tfidf_53,bio_tfidf_54,bio_tfidf_55,bio_tfidf_56,bio_tfidf_57,bio_tfidf_58,bio_tfidf_59,bio_tfidf_60,bio_tfidf_61,bio_tfidf_62,bio_tfidf_63,bio_tfidf_64,bio_tfidf_65,bio_tfidf_66,bio_tfidf_67,bio_tfidf_68,bio_tfidf_69,bio_tfidf_70,bio_tfidf_71,bio_tfidf_72,bio_tfidf_73,bio_tfidf_74,bio_tfidf_75,bio_tfidf_76,bio_tfidf_77,bio_tfidf_78,bio_tfidf_79,bio_tfidf_80,bio_tfidf_81,bio_tfidf_82,bio_tfidf_83,bio_tfidf_84,bio_tfidf_85,bio_tfidf_86,bio_tfidf_87,bio_tfidf_88,bio_tfidf_89,bio_tfidf_90,bio_tfidf_91,bio_tfidf_92,bio_tfidf_93,bio_tfidf_94,bio_tfidf_95,bio_tfidf_96,bio_tfidf_97,bio_tfidf_98,bio_tfidf_99,loc_pref_is_everywhere,location_preference_km_scaled,latitude_scaled,longitude_scaled
626,1,0,0.2692307692307692,0.7857142857142858,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4178972437096892,0.0,0.0,0.0,0.0,0.0,0.5280871261714849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7392468335216503,0.0,0.0,0.0,0.0,0.0,0,0.4,0.54955067404725,0.6437041372823558
627,1,1,0.2884615384615385,0.607142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21665432955957795,0.0,0.34185697811304505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18127033722871316,0.0,0.17614388777453968,0.0,0.0,0.0,0.0,0.20964937573892467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259577691221521,0.14163596742967108,0.3801515613260855,0.21803046514674015,0.0,0.0,0.0,0.0,0.0,0.12294947664955252,0.3718035549439549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247263726289243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14853836331100104,0.4476331225020715,0.0,0.0,0.0,0.0,0.1972070772459774,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15,0.547245935017429,0.5191268365250608
628,1,0,0.38461538461538464,0.5357142857142858,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43282095476040866,0.22786218315137413,0.0,0.0,0.16482674073529335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377965530509887,0.15466724143693475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17858531731474123,0.0,0.0,0.0,0.0,0.0,0.0,0.1953635037637697,0.0,0.0,0.0,0.1980042001882036,0.3556814014407123,0.0,0.0,0.0,0.22350400693679862,0.21582683212855344,0.0,0.0,0.0,0.0,0.15442852463808734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19016724462847706,0.0,0.0,0.0,0.0,0.0,0.16765546391312414,0,0.2,0.39778587752394046,0.4107847753673468
629,0,0,0.13461538461538464,0.357142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27192692291034176,0.0,0.0,0.0,0.0,0.0,0.39602606576231864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927988978790522,0.0,0.15922078154482563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4146428082765666,0.0,0.0,0.24731715752015318,0.0,0.0,0.0,0.0,0.0,0.0,0.18002818498401846,0.0,0.0,0.168891812865515,0.0,0.0,0.0,0.0,0.0,0.2640371722213446,0.0,0.0,0.0,0.0,0.27280437734673385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16962058895981658,0.0,0.0,0.25160450732798734,0.0,0.26563496190470337,0.0,0.0,0.0,0.0,0.0,0.26017651108859574,0.0,0.0,0.195447757735615,0,0.2,0.6701994647092597,0.4362596362978195
630,1,0,0.653846153846154,0.5357142857142858,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22274444071700247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4409693322613948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20637248126976088,0.0,0.0,0.0,0.0,0.0,0.3059023921801585,0.0,0.0,0.0,0.0,0.22067087261583204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302906419138074,0.0,0.1581952167653109,0.23919395824726428,0.0,0.0,0.0,0.2879777156245662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2986558514885199,0.0,0.0,0.310739975883466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513668692212118,0.0,0.0,0.322374129925614,0.0,0.0,0.0,0.0,0.0,0,0.2,0.2557753354747625,0.4053409863401498
631,0,0,0.4615384615384616,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39574305661207104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31061027337522285,0.0,0.0,0.0,0.28283513638054864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24975937069928372,0.22345175087511737,0.38447262200797605,0.0,0.0,0.0,0.31561516686769486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649296937766668,0.0,0.0,0.0,0.3604537615653021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3271937669373581,0.0,0.0,0.0,0.0,0,0.3,0.4892182555515596,0.6948837630924345
632,1,0,0.19230769230769235,0.4999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22190475420473704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888310211639942,0.12274533682381376,0.0,0.0,0.3940333500323701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23587712295050084,0.0,0.0,0.0,0.25272760677107975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4203287579279798,0.0,0.0,0.21709020305063728,0.0,0.0,0.0,0.21154327981970694,0.0,0.270625708214455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45451958664152614,0.17063309597862103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0.4560607520913216,0.7640798362519092
633,1,0,0.5576923076923077,0.4999999999999998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306959523011205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199697295376615,0.0,0.0,0.0,0.0,0.0,0.18043400844866994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33578711200243067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34572925209180333,0.0,0.0,0.31061235191896974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44286777202748695,0.0,0.21798687583682616,0.0,0.0,0.0,0.2867035598937359,0.0,0.0,0.0,0.0,0.0,0.3179501873083905,0.0,0.0,0,0.2,0.6253276095848079,0.5854591363638804
634,1,0,0.653846153846154,0.5357142857142858,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915905001725355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41137332221282696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5936956879097942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.6147517663348729,0.7677741230855304
635,1,0,0.38461538461538464,0.5357142857142858,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.391568151463281,0.0,0.0,0.0,0.39019370822905386,0.42546025801614973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4321543142269795,0.0,0.0,0.0,0.0,0.3623213407379102,0.0,0.0,0.2994604249416961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251094743337255,0,0.4,0.4880562172816525,0.8351547108591717
636,1,0,0.17307692307692307,0.607142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.24107881257418587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2250204823255642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33293258226405625,0.19234779468567365,0.0,0.0,0.0,0.14710527027297765,0.0,0.0,0.21041897327314923,0.0,0.0,0.0,0.0,0.25539439339706405,0.0,0.0,0.0,0.0,0.0,0.2037518751120782,0.20124424152819526,0.0,0.0,0.0,0.190015553608735,0.0,0.15604040840284494,0.0,0.0,0.0,0.2123029372932644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23245928510885264,0.0,0.0,0.20290654293331267,0.21851905962491688,0.0,0.0,0.0,0.48075804692106855,0.2250204823255642,0.0,0.0,0,0.75,0.7105979818980153,0.6052734232622754
637,0,0,0.2884615384615385,0.5357142857142858,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834870030436241,0.2885855927821435,0.2808309620761518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28484715625731044,0.0,0.0,0.0,0.2134580907069828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2519749190227632,0.0,0.0,0.0,0.0,0.0,0.2516495968776445,0.21808129140044583,0.0,0.0,0.0,0.16678593776116743,0.0,0.0,0.23857014582128772,0.0,0.0,0.0,0.24179485933691303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885819763266715,0.2154370284560897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492372134035363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24716784075088843,0.0,0.0,0.0,0.1749139760748682,0.0,0.0,0.2782562413874029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.5557201071260458,0.4176263046022939
638,0,0,0.6730769230769231,0.857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625149165889956,0.0,0.0,0.0,0.0,0.0,0.0,0.13811971256151304,0.4990929756934298,0.0,0.0,0.10921486223621828,0.0,0.0,0.12114396121456429,0.0,0.1328544675126653,0.12785500538406433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1948218852402039,0.2614513996641784,0.0,0.0,0.0,0.0,0.24619193124729552,0.0,0.16911840449041426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5033020001298347,0.0,0.206655318890216,0.1299719937586318,0.0,0.0,0.0,0.0,0.0,0.32404744539089136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10215810466756228,0.0,0.0,0.0,0.0,0.1447001017640056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.5294710118959465,0.902136873688022
639,1,0,0.25000000000000006,0.357142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12161208886776445,0.2885641389118699,0.0,0.2625044168247863,0.0,0.0,0.11272775270596481,0.0,0.0,0.0,0.0,0.30525119537136897,0.41756674130889115,0.19774565481425294,0.0,0.10843047152288623,0.10435011166661466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1799330725933248,0.0,0.0,0.288807840730167,0.12683428184751988,0.07950289243212345,0.1422574093124511,0.24476907853359064,0.0,0.0,0.0,0.10046597487483579,0.0,0.06901381897581146,0.10435011166661466,0.0,0.0,0.0,0.0,0.0,0.0,0.14113300063122336,0.0,0.08989254597714276,0.20538742209510996,0.0,0.08433187866957638,0.0,0.0,0.0,0.0,0.10336749052787544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10799233672042056,0.0,0.13556258452481915,0.0,0.1178190351037695,0.13848351840802417,0.2540873240447419,0.11104713207373894,0.08337733511243905,0.0,0.0,0.0,0.10966063300564481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.5483721670166446,0.6411657525376881
640,0,0,0.4230769230769231,0.357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720175859849598,0.0,0.3343056213632123,0.0,0.0,0.0,0.15220580920198026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041919565494685,0.0,0.0,0.0,0.0,0.0,0.24049808658699273,0.0,0.0,0.0,0.0,0.5095384804476428,0.19485308740910648,0.11667365160073273,0.17641261929520688,0.0,0.0,0.0,0.0,0.0,0.0,0.23859717936757943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409563808041949,0.0,0.0,0.0,0.0,0.1996552570452033,0.0,0.4755209125675427,0.0,0.0,0.0,0.0,0.0,0,0.4,0.9314553813800046,0.7871471668414358
641,0,0,0.2692307692307692,0.2857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20048872443291418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14190853441437087,0.0,0.259905103982891,0.0,0.0,0.09922736865456201,0.0,0.0,0.0,0.0,0.0,0.0,0.2712014451503799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27862887662635777,0.0,0.0,0.13788156216900826,0.0,0.2847623512112538,0.0,0.14559248078191686,0.12374569754018376,0.0,0.0,0.0993111694007571,0.0,0.0,0.07337620910338036,0.12625161090256484,0.11731403297765912,0.0,0.0,0.0,0.23779949502422576,0.142388995741363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911849615638337,0.0,0.18546588982136755,0.0,0.13249273258405828,0.0869965732294288,0.21885946383609883,0.0,0.0,0.0,0.0,0.13600617341194804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17474393504688998,0.1145559675626708,0.34404747311295086,0.0,0.0,0.0,0.22625131658789402,0.0,0.11419372594070458,0.0,0.0,0.0,0.1254547528369608,0.0,0.0,0,0.3,0.14383260141527288,0.6090936948523051
642,0,0,0.23076923076923078,0.2857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3588704036950102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973697192889319,0.0,0.0,0.0,0.0,0.47904082047636415,0.0,0.0,0.25813677148181313,0.0,0.0,0.0,0.0,0.46991078042717405,0.0,0.4068103304572522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31679298666426603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.583551687136012,0.7524388569937628
